split,video_id,video_path,label,exists
train,12297a34-8ee2-45bc-b8b9-c1f6f8abe2ed,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/12297a34-8ee2-45bc-b8b9-c1f6f8abe2ed.mp4,0,True
train,132446a9-df39-4567-879c-4e05dcbc437b,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/132446a9-df39-4567-879c-4e05dcbc437b.mp4,0,True
train,1357f366-f1f5-4d80-8420-5764a6dde6d2,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1357f366-f1f5-4d80-8420-5764a6dde6d2.mp4,0,True
train,1359e013-682a-43d3-b0ea-c5bedd28646f,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1359e013-682a-43d3-b0ea-c5bedd28646f.mp4,0,True
train,14b7d2b6-e551-4a4d-ad74-39021bb85d1b,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/14b7d2b6-e551-4a4d-ad74-39021bb85d1b.mp4,0,True
train,1545bd25-b45c-4d92-92c7-22bd5efe87c6,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1545bd25-b45c-4d92-92c7-22bd5efe87c6.mp4,0,True
train,158295ec-edb3-4ea3-aeaa-5c5d05aa2256,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/158295ec-edb3-4ea3-aeaa-5c5d05aa2256.mp4,0,True
train,15cd2f9a-71f3-48b6-b02c-7f0e0fcd721b,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/15cd2f9a-71f3-48b6-b02c-7f0e0fcd721b.mp4,0,True
train,15fbab7a-00c7-4b1f-b55f-70c0a34728f0,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/15fbab7a-00c7-4b1f-b55f-70c0a34728f0.mp4,0,True
train,1672d92f-bd91-4e40-8457-994258d9ff7c,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1672d92f-bd91-4e40-8457-994258d9ff7c.mp4,0,True
train,168c6b6c-97ed-4738-93e2-150297c48ced,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/168c6b6c-97ed-4738-93e2-150297c48ced.mp4,0,True
train,16c09d67-2cc5-4059-98b9-22efe3b12fcc,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/16c09d67-2cc5-4059-98b9-22efe3b12fcc.mp4,0,True
train,1714e0f6-c7a4-4a81-930f-f1e2673b329d,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1714e0f6-c7a4-4a81-930f-f1e2673b329d.mp4,0,True
train,1740583a-282b-4dfe-956c-8e0f9f55a2d7,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1740583a-282b-4dfe-956c-8e0f9f55a2d7.mp4,0,True
train,1744e28b-3649-49bc-bdbe-d79bcba09ce7,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1744e28b-3649-49bc-bdbe-d79bcba09ce7.mp4,0,True
train,180035c7-06dd-432d-b1de-e415672741a9,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/180035c7-06dd-432d-b1de-e415672741a9.mp4,0,True
train,187db996-056a-426c-9d2c-5d0d6f39930d,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/187db996-056a-426c-9d2c-5d0d6f39930d.mp4,0,True
train,18931fed-2f4a-4736-b6ab-3e6579d1070f,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/18931fed-2f4a-4736-b6ab-3e6579d1070f.mp4,0,True
train,18a8a2b0-2f89-4dd2-9794-bdd64e6b1e36,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/18a8a2b0-2f89-4dd2-9794-bdd64e6b1e36.mp4,0,True
train,18bf467b-c7db-4679-b64f-8270d2ff0723,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/18bf467b-c7db-4679-b64f-8270d2ff0723.mp4,0,True
train,1912e757-91e7-4567-b2b2-39029ab4bd80,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1912e757-91e7-4567-b2b2-39029ab4bd80.mp4,0,True
train,19248053-3248-4b61-b4a0-bc8ae88b34e0,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/19248053-3248-4b61-b4a0-bc8ae88b34e0.mp4,0,True
train,1a1c21eb-0061-43f2-bf4c-3b57a3cefaa0,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1a1c21eb-0061-43f2-bf4c-3b57a3cefaa0.mp4,0,True
train,1a21b18b-1917-4fb1-afcf-b0bbbf77c593,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1a21b18b-1917-4fb1-afcf-b0bbbf77c593.mp4,0,True
train,1ab04e5a-1f41-4143-8a23-4fbb24a0a7f4,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1ab04e5a-1f41-4143-8a23-4fbb24a0a7f4.mp4,0,True
train,1ab35553-9d4c-445f-8c72-7876e8aa5a2d,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1ab35553-9d4c-445f-8c72-7876e8aa5a2d.mp4,0,True
train,1ab9826d-c65c-4267-938d-6fdb85e61cc0,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1ab9826d-c65c-4267-938d-6fdb85e61cc0.mp4,0,True
train,1abf405b-7a17-428e-97bd-652767056540,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1abf405b-7a17-428e-97bd-652767056540.mp4,0,True
train,1b62c828-4f85-4343-9911-cc0bf6d39669,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1b62c828-4f85-4343-9911-cc0bf6d39669.mp4,0,True
train,1b950271-8237-4878-a8ed-3c0954543e0e,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1b950271-8237-4878-a8ed-3c0954543e0e.mp4,0,True
train,1e2b4e17-2016-4779-aa2f-5c528c06e6a9,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1e2b4e17-2016-4779-aa2f-5c528c06e6a9.mp4,0,True
train,1ebd1fd6-d07e-4733-96b1-7b55242922c6,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1ebd1fd6-d07e-4733-96b1-7b55242922c6.mp4,0,True
train,1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1f5bf6e3-25fb-4d06-aa97-2aa11c9f5378.mp4,0,True
train,1fd6f95b-0869-4ef8-8c89-7df57c23ef5a,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1fd6f95b-0869-4ef8-8c89-7df57c23ef5a.mp4,0,True
train,1fe258ed-70a5-4068-b298-09ed60d731e6,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/1fe258ed-70a5-4068-b298-09ed60d731e6.mp4,0,True
train,201f5df5-1494-427c-9c33-ab61ed44307c,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/201f5df5-1494-427c-9c33-ab61ed44307c.mp4,0,True
train,2213ce23-e913-4801-8bf8-a607bad4ea40,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2213ce23-e913-4801-8bf8-a607bad4ea40.mp4,0,True
train,22900c6d-2267-4418-a3e0-c10e2c7ce3f6,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/22900c6d-2267-4418-a3e0-c10e2c7ce3f6.mp4,0,True
train,23198b07-a2cb-42f3-85fa-d2891af1602f,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/23198b07-a2cb-42f3-85fa-d2891af1602f.mp4,0,True
train,23234a3a-3c11-4666-95bd-38bf799f694c,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/23234a3a-3c11-4666-95bd-38bf799f694c.mp4,0,True
train,237bf0e3-e707-49a4-b9f8-6909cdd25c6d,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/237bf0e3-e707-49a4-b9f8-6909cdd25c6d.mp4,0,True
train,239a56cf-eb2d-4ce2-94fb-a9b33288b76d,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/239a56cf-eb2d-4ce2-94fb-a9b33288b76d.mp4,0,True
train,23a861ff-80c3-4e2c-8fa7-d5dffa03d489,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/23a861ff-80c3-4e2c-8fa7-d5dffa03d489.mp4,0,True
train,243c8a48-b11f-4a7e-80b7-6778944833ce,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/243c8a48-b11f-4a7e-80b7-6778944833ce.mp4,0,True
train,24b701a0-f22d-4cba-9871-fab47bd18347,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/24b701a0-f22d-4cba-9871-fab47bd18347.mp4,0,True
train,25024e78-3341-4417-8077-249fe025a4a9,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/25024e78-3341-4417-8077-249fe025a4a9.mp4,0,True
train,2575b0ac-2329-42ae-bbe7-504522601520,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2575b0ac-2329-42ae-bbe7-504522601520.mp4,0,True
train,25995e3e-2fc7-4bb7-9221-f6719200f325,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/25995e3e-2fc7-4bb7-9221-f6719200f325.mp4,0,True
train,25bc7ee4-57c4-4db2-a028-d128aac63584,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/25bc7ee4-57c4-4db2-a028-d128aac63584.mp4,0,True
train,25c32fc5-bdb0-44e4-9c6a-f8ab85393823,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/25c32fc5-bdb0-44e4-9c6a-f8ab85393823.mp4,0,True
train,2626baa4-afda-48a2-a5be-5185ea5f042e,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2626baa4-afda-48a2-a5be-5185ea5f042e.mp4,0,True
train,2675e2cb-3f77-4fec-b430-37152e22839f,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2675e2cb-3f77-4fec-b430-37152e22839f.mp4,0,True
train,2706d471-7e11-42e4-831d-17b7e28ba77c,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2706d471-7e11-42e4-831d-17b7e28ba77c.mp4,0,True
train,27867c6f-ff3a-4675-91cb-ab5ca1734d99,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/27867c6f-ff3a-4675-91cb-ab5ca1734d99.mp4,0,True
train,27a098bb-ff8c-4be9-86f3-b28f4369d86a,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/27a098bb-ff8c-4be9-86f3-b28f4369d86a.mp4,0,True
train,27b0f44a-2a34-443c-ab30-4958f10c440a,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/27b0f44a-2a34-443c-ab30-4958f10c440a.mp4,0,True
train,27dc50b5-ca07-4e00-be17-48582b33eda4,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/27dc50b5-ca07-4e00-be17-48582b33eda4.mp4,0,True
train,295b6cf8-5725-49ed-8ffc-8e49dc5b7428,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/295b6cf8-5725-49ed-8ffc-8e49dc5b7428.mp4,0,True
train,2a9c81a4-521c-41bb-a7e0-e2b5286a9385,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2a9c81a4-521c-41bb-a7e0-e2b5286a9385.mp4,0,True
train,2af549ad-088b-457b-8898-e142b51b8910,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2af549ad-088b-457b-8898-e142b51b8910.mp4,0,True
train,2b6a45e4-e293-4a12-afc7-cd97b0395013,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2b6a45e4-e293-4a12-afc7-cd97b0395013.mp4,0,True
train,2b6c3253-3124-4895-b8c0-fc5cea6cd5f0,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2b6c3253-3124-4895-b8c0-fc5cea6cd5f0.mp4,0,True
train,2c2d4b55-ab84-453c-ab24-30862701a0d9,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2c2d4b55-ab84-453c-ab24-30862701a0d9.mp4,0,True
train,2c797e95-767e-4c9c-ae5e-ba88c8b259e8,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2c797e95-767e-4c9c-ae5e-ba88c8b259e8.mp4,0,True
train,2c7f542a-3682-4c22-93cd-24c0b1be64b5,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2c7f542a-3682-4c22-93cd-24c0b1be64b5.mp4,0,True
train,2c9ea3f9-fb57-4c39-9a62-8eeb4ce9da23,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2c9ea3f9-fb57-4c39-9a62-8eeb4ce9da23.mp4,0,True
train,2cb54b9c-4577-4f75-b3bf-9a2ff5c5b1b9,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2cb54b9c-4577-4f75-b3bf-9a2ff5c5b1b9.mp4,0,True
train,2d8816f2-c6fe-4fb7-82c0-c26293dc57bc,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2d8816f2-c6fe-4fb7-82c0-c26293dc57bc.mp4,0,True
train,2d9f8072-6346-480e-a0e0-9c2c93be957a,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2d9f8072-6346-480e-a0e0-9c2c93be957a.mp4,0,True
train,2da052f3-06e9-4839-8dae-7fd5c4ad92e4,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2da052f3-06e9-4839-8dae-7fd5c4ad92e4.mp4,0,True
train,2de014d3-e61e-4da1-be5f-475bf7f3d182,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2de014d3-e61e-4da1-be5f-475bf7f3d182.mp4,0,True
train,2dfd6fb9-a7d3-4bd6-b542-dac7be222ac0,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2dfd6fb9-a7d3-4bd6-b542-dac7be222ac0.mp4,0,True
train,2e3f0fc9-9cbc-4b1e-8542-af593c4e7c58,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2e3f0fc9-9cbc-4b1e-8542-af593c4e7c58.mp4,0,True
train,2e88cb3e-2051-4df8-955d-4db5c07f3b6b,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2e88cb3e-2051-4df8-955d-4db5c07f3b6b.mp4,0,True
train,2eaf2852-fc08-43a0-b4dd-08a80d97fe9f,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2eaf2852-fc08-43a0-b4dd-08a80d97fe9f.mp4,0,True
train,2ef46155-df61-49b8-a849-f02f1d9f488c,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2ef46155-df61-49b8-a849-f02f1d9f488c.mp4,0,True
train,2f7a46e7-7c08-4c26-a7cf-b2b2c23d2cbf,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2f7a46e7-7c08-4c26-a7cf-b2b2c23d2cbf.mp4,0,True
train,2fdd7a06-89c6-4516-b81a-b288115c222b,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2fdd7a06-89c6-4516-b81a-b288115c222b.mp4,0,True
train,2feb5f74-4c1e-4b70-8a26-cea61fdcf94f,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/2feb5f74-4c1e-4b70-8a26-cea61fdcf94f.mp4,0,True
train,300070d3-b346-407d-970e-4615a3f1ef24,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/300070d3-b346-407d-970e-4615a3f1ef24.mp4,0,True
train,31de705a-747d-46d4-81f0-3ee2e2656db3,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/31de705a-747d-46d4-81f0-3ee2e2656db3.mp4,0,True
train,32ce2f2e-9aaf-45fa-aea3-b84fdfc242ac,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/32ce2f2e-9aaf-45fa-aea3-b84fdfc242ac.mp4,0,True
train,32d1cf3d-5be0-46cc-9c79-89a812b6b669,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/32d1cf3d-5be0-46cc-9c79-89a812b6b669.mp4,0,True
train,32e36354-474f-4cf8-91c2-a9f6a94e45f3,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/32e36354-474f-4cf8-91c2-a9f6a94e45f3.mp4,0,True
train,33c418a0-e77b-46b2-9bf0-ae3daf4e4f89,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/33c418a0-e77b-46b2-9bf0-ae3daf4e4f89.mp4,0,True
train,33ffaaff-a2a5-497a-a533-9e0f52d95e32,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/33ffaaff-a2a5-497a-a533-9e0f52d95e32.mp4,0,True
train,341cb738-ec33-4a06-89b3-2225304a132a,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/341cb738-ec33-4a06-89b3-2225304a132a.mp4,0,True
train,34319369-7f86-42d6-8708-f1bf650fa6a3,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/34319369-7f86-42d6-8708-f1bf650fa6a3.mp4,0,True
train,356ba2fc-b359-4e7d-9482-f6965b797465,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/356ba2fc-b359-4e7d-9482-f6965b797465.mp4,0,True
train,36957bbf-db43-4cee-b99e-b1e493a87479,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/36957bbf-db43-4cee-b99e-b1e493a87479.mp4,0,True
train,36a098a8-8682-4ee6-a425-d5d4a44c91ed,/group/pmc085/hlionar/datasets/SAGES_CVS_Challenge_2024/train/videos/36a098a8-8682-4ee6-a425-d5d4a44c91ed.mp4,0,True
